中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
荔枝窩地質教育中心,Lai Chi Wo Geoheritage Centre,新界北區荔枝窩村十號,"House No. 10, Lai Chi Wo Village, New Territories",844792.4,843008.7,,
大埔地質教育中心,Tai Po Geo Heritage Centre,新界大埔三門仔新村120號,"House No. 120, Sam Mun Tsai New Village, Tai Po",840053.1,834950.8,,
大帽山郊野公園遊客中心,Tai Mo Shan Visitor Centre,荃灣大帽山道,"Tai Mo Shan Road, Tsuen Wan",829029,829622,,
城門郊野公園遊客中心,Shung Mun Visitor Centre,荃灣城門道,"Shing Mun Road, Tsuen Wan",832857,827306,,
地質公園遊客中心,Geopark Visitor Centre,西貢蕉坑獅子會自然教育中心,"Lions Nature Education Centre, Tsiu Hang, Sai Kung",845242,826048,,
香港濕地公園,Hong Kong Wetland Park,元朗濕地公園路,"Wetland Park Road, Yuen Long",818484,836531,,
獅子會自然教育中心,Lions Nature Education Centre,西貢蕉坑,"Tsiu Hang, Sai Kung",845188,826156.3,,
西貢郊野公園遊客中心,Sai Kung Visitor Centre,西貢大網仔路,"Tai Mong Tsai Road, Sai Kung",850959,828740,,
船灣郊野公園遊客中心,Plover Cove Visitor Centre,大埔新娘潭路,"Bride's Pool Road, Tai Po",842355,837410,,
昂坪自然中心,Ngong Ping Nature Centre,大嶼山昂坪市集,"Ngong Ping Market, Lantau",808058,813040,,
香港仔樹木廊,Aberdeen Tree Centre,南區香港仔水塘道,"Aberdeen Reservoir Road, Southern",834462,812800,,
清水灣郊野公園遊客中心,Clear Water Bay Visitor Centre,西貢清水灣道十三咪半,"Clear Water Bay Road, Sai Kung",849056,816876,,
瀕危物種資源中心,Endangered Species Resource Centre,長沙灣道303號長沙灣政府合署六樓,"6th floor, 303 Cheung Sha Wan Road,Cheung Sha Wan Government Offices.",834557,821410,,
荔枝窩地質教育中心,Lai Chi Wo Geoheritage Centre,新界北區荔枝窩村十號,"House No. 10, Lai Chi Wo Village, New Territories",844792.4,843008.7,,
大埔地質教育中心,Tai Po Geo Heritage Centre,新界大埔三門仔新村120號,"House No. 120, Sam Mun Tsai New Village, Tai Po",840053.1,834950.8,,
大帽山郊野公園遊客中心,Tai Mo Shan Visitor Centre,荃灣大帽山道,"Tai Mo Shan Road, Tsuen Wan",829029,829622,,
城門郊野公園遊客中心,Shung Mun Visitor Centre,荃灣城門道,"Shing Mun Road, Tsuen Wan",832857,827306,,
地質公園遊客中心,Geopark Visitor Centre,西貢蕉坑獅子會自然教育中心,"Lions Nature Education Centre, Tsiu Hang, Sai Kung",845242,826048,,
香港濕地公園,Hong Kong Wetland Park,元朗濕地公園路,"Wetland Park Road, Yuen Long",818484,836531,,
獅子會自然教育中心,Lions Nature Education Centre,西貢蕉坑,"Tsiu Hang, Sai Kung",845188,826156.3,,
大潭郊野公園,Tai Tam Country Park,,,839500,812105,,
清水灣郊野公園,Clear Water Bay Country Park,,,848550,817395,,
北大嶼郊野公園,Lantau North Country Park,,,808630,814185,,
南大嶼郊野公園,Lantau South Country Park,,,811810,812615,,
西貢東郊野公園,Sai Kung East Country Park,,,854500,829005,,
龍虎山郊野公園,Lung Fu Shan Country Park,,,831930,815365,,
船灣郊野公園(擴建部分),Plover Cove (Extension) Country Park,,,850120,841585,,
大欖郊野公園,Tai Lam Country Park,,,823000,828005,,
大帽山郊野公園,Tai Mo Shan Country Park,,,831000,831005,,
金山郊野公園,Kam Shan Country Park,,,833520,824805,,
林村郊野公園,Lam Tsuen Country Park,,,827500,835505,,
橋咀郊野公園,Kiu Tsui Country Park,,,848300,825185,,
獅子山郊野公園,Lion Rock Country Park,,,836800,824505,,
薄扶林郊野公園,Pok Fu Lam Country Park,,,832830,814055,,
石澳郊野公園,Shek O Country Park,,,843000,811005,,
西貢西郊野公園,Sai Kung West Country Park,,,849730,832815,,
香港仔郊野公園,Aberdeen Country Park,,,835200,813405,,
西貢西郊野公園(灣仔擴建部分),Sai Kung West Country Park (Wan Tsai Ext.),,,853210,836655,,
船灣郊野公園,Plover Cove Country Park,,,845500,840005,,
馬鞍山郊野公園,Ma On Shan Country Park,,,843400,826805,,
大潭郊野公園(?魚涌擴建部分),Tai Tam Country Park (Quarry Bay Ext.),,,840350,814995,,
八仙嶺郊野公園,Pat Sin Leng Country Park,,,840050,839635,,
城門郊野公園,Shing Mun Country Park,,,833200,828905,,
北大嶼郊野公園(擴建部分),Lantau North (Extension) Country Park,,,814000,816305,,
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
愉景灣派遞局,Discovery Bay Delivery Office,大嶼山愉景灣商場C座地下,"Shop 12A, G/F, Block C, Discovery Bay Plaza, Discovery Bay, Lantau Island",819754,817366,DISCOVERY BAY,愉景灣
將軍澳派遞局,Tseung Kwan O Delivery Office,將軍澳明德?明德商場14C及15A號鋪位,"14C & 15A, Ming Tak Shopping Centre, Ming Tak Estate, Tseung Kwan O, NT",845729.4,819746.1,TSEUNG KWAN O,將軍澳
空郵中心派遞局,Air Mail Centre Delivery Office,大嶼山赤?角航膳路西路9號,"9 Catering Road West, Chek Lap Kok, Lantau Island",810821,818202,AIRPORT,機場
東九龍派遞局,Kowloon East Delivery Office,觀塘鯉魚門道12號東九龍政府合署地下、1樓、2樓及4樓,"G/F, 1/F, 2/F & 4/F, Kowloon East Government Offices, 12 Lei Yue Mun Road, Kwun Tong, Kln",841725,818954,KOWLOON EAST,東九龍
香港仔派遞局,Aberdeen Delivery Office,香港仔大道171號金豐大廈1/F,"1/F, Kam Fung Building, 171 Aberdeen Main Road, HK",834060,812183,ABERDEEN,香港仔
馬鞍山派遞局,Ma On Shan Delivery Office,馬鞍山鞍祿街18號新港城第四期地下2號,"Unit 2, G/F, Sunshine City, Phase 4, 18 On Luk Street, Ma On Shan, NT",841969.5,831693.6,MA ON SHAN,馬鞍山
元朗派遞局,Yuen Long Delivery Office,元朗青山道269號元朗民政事務處大樓,"G/F, Yuen Long District Office Building, 269 Castle Peak Road (Yuen Long), Yuen Long, NT",820398,833955,YUEN LONG,元朗
西營盤派遞局,Sai Ying Pun Delivery Office,薄扶林道27號,"27 Pok Fu Lam Road, HK",832456,816342,SAI YING PUN,西營盤
南丫島派遞局,Lamma Delivery Office,南丫島榕樹灣大街2號地下及1樓,"G/F & 1/F, East & West, 2 Main Street, Yung Shu Wan, Lamma Island",829416,809808,LAMMA ISLAND,南丫島
長沙灣派遞局,Cheung Sha Wan Delivery Office,青山道688號嘉名工廠大廈地下,"G/F, Ka Ming Court, 688 Castle Peak Road, Kln",833149,822112,CHEUNG SHA WAN,長沙灣
華富派遞局,Wah Fu Delivery Office,華富?華珍樓423至424室,"423-424 Wah Chun House, Wah Fu Estate, HK",832070,812428,WAH FU,華富
梅窩派遞局,Mui Wo Delivery Office,大嶼山銀?灣路2號梅窩政府合署地下,"G/F, Mui Wo Government Offices, 2 Ngan Kwong Wan Road, Lantau Island",817829,814154,MUI WO,梅窩
尖沙咀派遞局,Tsim Sha Tsui Delivery Office,尖沙咀中間道10號國際電信大廈1樓,"1/F, Hermes House, 10 Middle Road, Tsim Sha Tsui, Kln",835900,817444,TSIM SHA TSUI,尖沙咀
大埔派遞局,Tai Po Delivery Office,大埔汀角路1號大埔政府合署地下,"G/F, Tai Po Government Office Building, 1 Ting Kok Road, Tai Po, NT",834964,834607,TAI PO,大埔
沙田中央派遞局,Sha Tin Central Delivery Office,沙田上禾輋路1號沙田政府合署1樓,"1/F, Sha Tin Government Offices, 1 Sheung Wo Che Road, Sha Tin, NT",837301,827369,SHA TIN,沙田
九龍城派遞局,Kowloon City Delivery Office,土瓜灣道82號至84號興華中心地下及1樓,"G/F & 1/F, Hing Wah Centre, 82-84 Tokwawan Road, Kln",837723,819900,KOWLOON CITY,九龍城
東區派遞局,Eastern Delivery Office,西灣河太安街29號東區法院1樓,"1/F, Eastern Law Courts Building, 29 Tai On Street, Sai Wan Ho, HK",841154,816145,HONG KONG EAST,東區
葵涌派遞局,Kwai Chung Delivery Office,葵涌葵豐街38號7樓及8樓,"7/F & 8/F, Yoo Hoo Tower, 38 Kwai Fung Crescent, Kwai Chung, NT",830968,824060,KWAI CHUNG,葵涌
郵政總局派遞局,General Post Office Delivery Office,中環康樂廣場2號,"2 Connaught Place, Central, HK",834468,816065,CENTRAL,中區
筲箕灣派遞局,Shau Kei Wan Delivery Office,筲箕灣阿公岩村道五號東都中心5/F,"5/F, Eastwood Centre, 5 A Kung Ngam Village Road, Shau Kei Wan, HK",842033,815953,SHAU KEI WAN,筲箕灣
灣仔派遞局,Wan Chai Delivery Office,灣仔皇后大道東197至213號胡忠大廈2樓,"2/F, Wu Chung House, 197-213 Queen's Road East, Wan Chai, HK",835842,815063,WAN CHAI,灣仔
九龍中央派遞局,Kowloon Central Delivery Office,油麻地彌敦道405號1樓及2樓,"1/F & 2/F, 405 Nathan Road, Yau Ma Tei, Kln",835659,818941,KOWLOON CENTRAL,九龍中
石湖墟派遞局,Shek Wu Hui Delivery Office,上水彩園路9號深港中心1樓,"1/F, Hi Tech Centre , 9 Choi Yuen Road, Sheung Shui, NT",830496,840636,SHEUNG SHUI,上水
屯門中央派遞局,Tuen Mun Central Delivery Office,屯門青山公路新墟段133號一樓玫瑰花園,"1/F, Rosedale Garden, 133 Castle Peak Rd., San Hui, Tuen Mun, NT",815673,828720,TUEN MUN,屯門
坪洲派遞局,Peng Chau Delivery Office,坪洲永安街政府大樓,"Government Building, Wing On Street, Peng Chau",822010,816174,PENG CHAU,坪洲
西貢派遞局,Sai Kung Delivery Office,西貢政府合署地下,"G/F, Sai Kung Government Offices, Sai Kung, NT",846098,827005,SAI KUNG,西貢
荃灣派遞局,Tsuen Wan Delivery Office,荃灣西樓角路38號荃灣政府合署1樓,"1/F, Tsuen Wan Government Offices, 38 Sai Lau Kok Road, Tsuen Wan, NT",829905,826162,TSUEN WAN,荃灣
長洲派遞局,Cheung Chau Delivery Office,長洲大興堤路2號區域市政局長洲綜合大樓地下,"G/F, Regional Council Cheung Chau Complex, 2 Tai Hing Tai Road, Cheung Chau",820953,807585,CHEUNG CHAU,長洲
